latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
0.916111,31.774167,2011,3,,,Kyankwanzi-Kiboga
-0.605675,30.64855,2011,3,,,Mbarara-Mbarara Municipality
0.609167,33.468611,2011,3,,,Iganga-Kigulu
2.766667,32.305556,2011,3,,,Gulu-Gulu Municipality
1.382778,34.524444,2011,3,,,Kween-Kween
0.467,34.09,2011,3,836.3200000000001,.3041,Busia-Samia-bugwe
0.424444,33.204167,2011,3,,,Jinja-Jinja Municipality
0.322805,32.574841,2011,3,924.38,.35495,Kampala-Central Kampala
2.235,32.909722,2011,3,942.8200000000001,.3428,Lira-Lira Municipality
